player_name,birthday,age,height_m,weight_kg,imc,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Alfred N'Diaye,1990-03-06,26,1.9,79.83,22.0,66.71,74.05,right,medium,high,50.24,42.86,55.05,66.57,29.57,53.57,34.57,30.57,63.52,65.67,62.67,74.38,49.71,67.05,48.71,53.81,41.0,72.05,86.9,57.81,66.9,61.95,52.62,62.0,52.52,58.48,70.1,59.86,9.71,8.57,16.05,15.43,11.14
Alfredo Morales,1990-05-12,26,1.83,77.11,23.06,65.52,71.8,right,medium,medium,57.24,42.12,51.8,69.0,43.56,65.4,63.24,52.24,63.88,67.84,71.68,68.04,76.12,64.76,66.72,65.8,67.24,77.92,65.8,54.76,73.28,64.68,51.84,57.28,50.84,58.16,65.6,67.12,8.24,12.24,12.24,15.24,11.24
Alfredo Ortuno,1991-01-21,25,1.83,83.91,25.09,61.38,67.66,right,medium,medium,38.17,61.45,61.07,51.62,50.79,59.62,39.79,35.41,39.79,59.28,65.97,69.31,69.1,62.38,58.86,64.21,63.07,57.97,63.9,52.66,29.55,30.66,65.24,59.86,56.97,22.86,22.17,21.55,9.79,10.28,18.66,14.59,15.45
Alharbi El Jadeyaoui,1986-08-08,29,1.78,69.85,22.1,65.12,70.0,right,medium,low,64.24,53.65,47.35,60.18,60.12,68.35,52.12,53.88,48.59,65.59,78.65,86.24,91.0,54.59,76.47,54.24,49.35,66.59,54.24,39.47,32.82,27.59,57.94,62.0,51.18,22.53,23.76,23.82,13.0,10.59,18.53,8.59,8.0
Alhassan Wakaso,1992-01-07,24,1.8,79.83,24.55,68.25,74.69,right,medium,high,43.31,31.31,68.31,66.94,40.31,59.94,46.31,36.31,68.81,64.5,67.38,63.56,61.0,67.06,57.0,72.31,80.75,77.25,80.62,70.31,80.38,68.94,52.81,56.31,35.31,65.06,66.19,64.75,14.31,11.31,11.31,11.31,7.31
Alhassane Bangoura,1992-03-30,24,1.75,72.12,23.48,74.57,78.81,right,medium,low,70.9,66.19,45.29,65.33,57.29,81.1,40.29,44.29,59.24,78.33,90.19,88.43,90.57,76.38,79.0,79.57,85.24,71.43,61.81,55.24,65.33,34.29,74.95,63.48,49.29,21.29,20.14,20.29,10.14,6.14,6.14,7.14,5.14
Alhassane Keita,1992-04-16,24,1.8,78.93,24.27,63.67,70.0,right,medium,medium,38.0,66.5,59.5,45.0,42.0,63.0,35.0,36.0,27.0,67.0,70.0,66.33,63.0,61.83,64.0,64.0,65.67,63.83,74.0,61.0,42.5,25.0,64.83,49.17,57.33,25.0,25.0,25.0,7.0,12.0,12.0,13.0,6.0
Alhassane Keita,1983-06-26,32,1.7,68.04,23.49,69.5,70.6,right,high,low,54.2,69.1,59.6,61.3,62.8,72.5,62.1,57.7,50.4,70.6,82.6,84.8,81.0,67.4,70.0,72.7,75.0,69.1,67.5,58.3,54.7,37.7,69.3,52.0,70.7,22.5,22.5,21.0,7.0,13.0,36.7,13.5,16.5
Ali Adnan,1993-12-19,22,1.85,71.21,20.71,71.1,79.0,left,high,medium,69.86,55.86,63.86,67.1,55.57,73.24,67.29,74.33,63.76,72.48,79.67,81.05,76.95,71.67,63.95,84.76,64.95,82.38,74.29,78.05,77.57,66.1,67.76,61.48,67.86,66.52,69.57,72.95,11.57,12.57,15.57,7.57,9.57
Ali Ahamada,1991-08-19,24,1.88,83.01,23.5,69.85,76.7,right,medium,medium,20.05,17.3,40.2,32.8,16.75,17.65,18.7,16.1,37.0,23.8,42.35,36.5,34.7,68.6,35.1,27.0,64.85,35.4,66.5,17.95,32.8,27.5,20.65,31.45,33.2,18.95,21.15,16.2,72.85,63.75,66.85,68.9,74.25
Ali Al-Habsi,1981-12-30,34,1.93,78.93,21.18,73.34,75.81,right,medium,medium,21.53,20.62,21.53,35.06,20.62,21.28,17.81,21.41,32.5,29.12,44.41,59.09,62.19,69.12,59.0,23.75,76.19,47.84,64.69,19.28,48.53,31.75,26.59,32.88,40.84,18.94,19.44,19.69,76.12,69.97,67.53,71.69,76.75
Ali Boussaboun,1979-06-11,36,1.78,81.19,25.68,66.0,66.0,right,medium,low,59.0,65.0,56.0,52.0,74.0,65.0,43.0,39.0,49.0,68.0,56.0,69.0,62.0,68.0,67.0,77.0,55.0,62.0,76.0,63.0,61.0,21.0,66.0,56.0,74.0,24.0,26.0,27.0,5.0,13.0,13.0,12.0,14.0
Ali Ghazal,1992-02-01,24,1.88,83.91,23.75,67.84,74.36,right,low,medium,41.32,24.24,68.0,67.16,30.24,52.16,32.72,29.24,63.52,61.2,58.56,60.76,53.68,66.2,53.76,47.84,54.8,76.64,80.2,34.76,76.24,69.2,38.28,49.56,34.84,68.64,71.16,66.92,8.24,12.24,13.24,12.24,5.24
Ali M'Madi,1990-04-21,26,1.78,71.21,22.53,64.0,72.0,right,medium,medium,47.0,66.0,58.0,61.0,59.0,72.86,52.0,45.0,52.0,56.0,77.71,76.71,68.29,58.0,70.86,65.0,58.0,64.0,59.0,64.0,33.0,23.0,62.57,58.0,69.0,25.0,32.0,35.0,6.0,14.0,11.0,13.0,7.0
Ali Messaoud,1991-04-13,25,1.83,76.2,22.78,64.83,73.33,right,medium,low,58.5,62.25,38.25,62.58,63.25,68.92,72.25,66.0,61.5,71.08,67.0,66.17,65.5,58.0,66.33,60.92,65.33,65.67,58.83,65.75,53.25,33.25,64.83,65.42,59.58,23.5,21.25,23.25,5.25,13.25,5.25,12.25,14.25
Ali Yasar,1995-03-08,21,1.8,69.85,21.48,57.0,70.0,left,medium,medium,52.0,25.0,57.0,58.0,27.0,54.0,29.0,35.0,56.0,57.0,67.0,69.0,69.0,49.0,66.0,31.0,67.0,57.0,56.0,23.0,54.0,57.0,33.0,27.0,38.0,59.0,61.0,56.0,7.0,6.0,9.0,10.0,9.0
Alim Oezturk,1992-11-17,23,1.9,79.83,22.0,64.43,72.86,right,medium,medium,31.0,31.0,63.86,61.0,38.0,50.0,40.0,44.43,58.0,54.0,64.0,68.0,46.0,55.0,53.0,72.0,76.0,64.0,84.57,62.0,56.0,62.0,21.0,43.0,41.0,61.29,65.29,64.14,7.0,10.0,5.0,14.0,11.0
Aliou Dia,1990-05-30,25,1.8,78.02,23.99,62.6,66.0,right,medium,medium,52.0,25.0,62.0,54.0,22.0,36.0,23.0,29.0,53.0,48.0,70.0,64.0,62.0,63.0,68.0,65.0,72.0,65.0,71.0,29.0,66.0,59.6,36.0,44.0,39.0,61.0,62.0,63.0,13.0,11.0,14.0,15.0,10.0
Alireza Haghighi,1988-05-02,28,1.93,79.83,21.42,62.0,67.0,left,medium,medium,20.13,16.93,23.67,19.93,20.07,21.07,22.0,21.67,21.07,20.67,32.0,37.0,50.0,60.2,56.0,29.67,53.2,23.0,59.87,23.33,30.67,24.33,20.33,30.67,22.67,17.8,23.4,22.07,67.07,57.87,55.33,63.67,72.73
Alireza Jahanbakhsh,1993-10-08,22,1.8,74.84,23.01,65.2,76.0,right,high,high,60.13,57.2,40.47,57.47,61.0,74.13,55.73,46.0,50.93,68.0,79.33,75.87,76.6,53.6,71.2,67.4,50.67,60.33,65.4,51.4,59.53,23.0,52.4,64.27,52.0,23.93,30.93,36.67,13.0,11.0,9.0,7.0,7.0
Alistair Crawford,1991-07-30,24,1.78,63.05,19.94,58.85,66.15,right,medium,low,57.9,60.65,51.2,57.45,33.0,62.3,36.4,33.7,50.1,59.6,68.3,70.4,58.2,52.7,60.8,54.5,70.8,74.95,71.0,41.5,57.4,47.6,56.65,53.0,47.2,45.6,43.55,42.85,10.2,14.2,14.2,10.2,10.2
Aljaz Struna,1990-08-04,25,1.9,83.91,23.12,62.83,65.33,right,medium,medium,56.83,23.28,67.22,53.06,24.28,50.28,41.28,40.28,47.78,52.22,66.0,68.0,61.0,56.83,48.83,55.28,71.17,77.33,83.0,47.28,66.28,56.83,38.28,36.72,47.28,62.72,66.78,67.06,11.28,10.28,5.28,5.28,5.28
Alje Schut,1981-02-18,35,1.93,97.07,26.05,68.1,70.0,left,medium,medium,19.7,37.5,76.7,46.8,18.0,25.7,30.7,57.9,48.6,41.3,53.9,56.9,44.0,68.0,65.3,42.3,66.2,67.5,79.4,40.7,74.0,69.5,51.1,59.1,48.3,72.8,65.1,64.8,9.2,15.2,25.8,12.9,13.6
Allan McGregor,1982-01-31,34,1.83,83.91,25.09,74.76,76.0,right,medium,medium,19.1,20.57,22.14,35.1,21.57,20.71,20.81,17.0,46.1,24.1,33.95,42.86,68.0,65.0,59.38,22.1,73.0,47.81,68.81,17.71,41.52,30.05,18.67,35.57,29.67,16.76,21.48,21.14,75.86,74.19,68.33,74.76,78.24
Allan Nyom,1988-05-10,28,1.88,81.19,22.98,72.43,75.71,right,high,medium,70.24,25.48,60.52,58.95,42.48,65.29,66.86,28.48,59.52,67.52,70.52,82.81,50.86,69.95,52.76,74.05,58.0,84.05,85.81,55.05,77.29,71.24,48.05,53.05,35.48,67.95,78.52,74.1,11.1,7.1,8.1,8.1,13.1
Allan Saint-Maximin,1997-03-12,19,1.73,67.13,22.5,63.55,78.55,right,medium,medium,56.64,59.09,51.91,60.18,57.36,72.91,54.09,38.36,51.82,70.09,83.36,81.09,79.73,62.91,78.55,58.82,56.09,56.55,43.0,47.36,33.82,20.45,58.27,57.36,46.45,22.45,20.91,21.45,9.45,8.45,11.45,6.45,6.45
Allan,1991-01-08,25,1.75,73.94,24.07,74.68,78.55,right,medium,high,67.45,51.0,57.42,76.35,55.77,73.55,63.61,49.23,73.48,75.29,76.0,72.48,74.55,75.45,78.19,69.45,67.71,82.06,68.48,63.0,81.71,75.77,64.81,70.32,53.23,70.03,77.55,75.84,12.77,12.77,4.77,4.77,7.77
Allan,1997-03-03,19,1.8,69.85,21.48,62.43,77.14,left,medium,medium,58.14,52.0,31.0,65.86,54.29,71.0,61.0,58.29,60.0,70.0,69.86,65.0,73.14,55.29,69.0,56.86,65.0,52.0,41.0,61.71,58.0,44.86,52.14,62.0,54.57,34.14,42.0,39.29,5.0,5.0,7.0,13.0,14.0
Almamy Toure,1996-04-28,20,1.83,72.12,21.56,64.8,78.3,right,medium,medium,57.4,34.5,64.1,56.1,29.3,56.1,47.9,34.3,45.7,59.9,70.0,70.8,59.0,61.2,64.0,46.3,68.4,63.2,69.4,29.5,54.3,63.0,48.4,37.9,39.3,66.8,69.0,66.3,10.3,14.3,6.3,6.3,11.3
Almeida Anderson do Oliveira,1980-12-14,35,1.88,88.9,25.16,65.0,67.33,right,medium,medium,49.0,37.83,64.5,57.0,60.0,51.0,45.0,47.0,52.0,53.0,61.0,58.0,61.5,63.83,74.67,48.0,74.17,74.0,81.0,42.33,66.0,66.0,29.0,51.0,52.0,65.33,64.83,64.0,5.0,8.0,15.0,8.0,14.0
Almeida Borges Leandro,1985-03-31,31,1.78,82.1,25.97,59.0,61.0,right,medium,medium,39.0,29.0,54.0,56.0,24.0,51.0,34.0,38.0,57.0,56.0,53.0,56.0,51.0,53.0,48.0,54.0,38.5,52.5,81.0,37.0,81.0,60.0,43.0,57.0,57.0,56.0,58.0,51.0,7.0,11.0,7.0,5.0,6.0
Almen Abdi,1986-10-21,29,1.83,74.84,22.38,70.81,74.27,right,medium,medium,66.73,60.62,59.88,74.65,63.46,70.85,65.38,68.77,69.96,73.69,71.27,69.42,68.38,72.04,64.65,71.85,62.08,68.15,58.12,67.85,69.46,50.54,69.08,74.58,66.58,48.38,55.58,50.46,9.19,7.92,17.96,12.08,9.65
Almog Cohen,1988-09-01,27,1.7,71.21,24.59,69.6,73.4,right,medium,high,59.2,43.4,60.53,67.87,56.67,62.4,54.07,60.93,65.27,68.4,70.27,68.47,74.2,67.0,79.2,67.13,83.07,83.6,67.2,61.07,82.4,69.53,57.8,62.13,52.73,71.4,72.27,72.0,5.27,12.27,5.27,12.27,6.27
Alois Confais,1996-09-07,19,1.75,60.78,19.79,53.0,67.5,right,medium,medium,41.25,49.25,45.0,66.5,44.0,53.25,50.0,48.75,66.5,61.25,63.75,57.75,59.75,53.25,81.0,58.75,50.0,36.25,41.25,37.0,38.5,52.25,46.5,54.25,51.75,36.25,49.0,52.5,14.0,7.0,10.0,12.0,10.0
Alou Diarra,1981-07-15,34,1.9,78.93,21.75,76.5,78.54,right,medium,high,52.5,53.33,79.54,75.25,57.08,61.75,34.08,42.58,72.25,72.75,64.71,63.92,64.92,73.5,59.71,78.75,79.21,69.75,85.0,57.92,82.33,79.54,63.12,71.92,64.17,73.46,80.42,75.83,5.83,9.21,29.92,12.92,15.96
Aloys Nong,1983-10-16,32,1.8,77.11,23.71,67.67,68.61,right,high,medium,56.5,66.67,57.28,60.89,65.89,69.28,55.78,45.22,45.94,66.0,83.06,81.78,82.33,69.0,68.56,71.83,85.44,76.44,69.11,63.22,61.89,38.5,65.83,62.78,62.44,20.22,41.44,26.0,10.72,11.44,13.94,14.56,8.33
Alpaslan Ozturk,1993-07-16,22,1.85,83.01,24.14,66.11,74.72,right,medium,high,62.17,42.83,60.39,65.39,48.39,64.0,53.33,53.56,60.72,65.28,75.22,73.44,66.17,64.06,62.17,68.0,73.5,78.94,73.5,59.22,75.83,63.39,49.28,56.39,46.89,61.5,66.06,63.44,5.28,8.28,14.28,7.28,10.28
Alphonse Areola,1993-02-27,23,1.9,91.17,25.12,70.17,83.0,right,medium,medium,20.83,20.22,18.74,35.96,19.04,17.26,19.83,18.65,32.7,21.96,54.0,52.0,53.0,61.17,55.39,27.22,59.0,28.0,61.26,17.96,24.22,23.57,19.26,27.0,29.26,20.22,21.35,18.43,71.74,69.39,68.96,69.52,72.91
Alphousseyni Keita,1985-11-13,30,1.8,81.19,24.97,65.11,71.78,right,medium,medium,43.0,44.0,62.56,57.94,39.94,42.0,38.0,42.0,58.78,61.67,67.0,65.78,62.22,62.61,71.5,46.0,74.33,79.72,80.5,54.0,76.56,68.33,49.0,55.22,60.67,61.78,71.0,65.17,11.67,11.0,26.67,14.33,15.67
Altin Lala,1975-11-18,40,1.73,68.04,22.81,70.75,73.38,right,low,medium,69.5,46.0,64.75,72.25,57.0,64.62,65.0,73.0,71.62,68.12,63.5,60.38,67.25,61.0,73.75,68.0,68.25,74.12,71.12,64.0,82.62,64.5,55.25,66.0,67.88,74.25,73.62,74.0,6.0,12.5,43.62,14.25,13.0
Alvarinho,1990-09-03,25,1.7,67.13,23.18,63.23,67.69,left,medium,low,57.54,59.92,39.23,57.92,59.38,67.77,58.31,63.69,52.62,66.77,85.31,76.0,82.92,62.85,83.0,62.46,44.0,62.92,51.31,61.69,46.0,38.46,53.46,49.46,57.23,21.77,23.92,23.92,8.46,7.46,10.46,13.46,8.46
Alvaro Ampuero,1992-09-25,23,1.83,77.11,23.06,61.67,70.0,left,medium,medium,62.0,29.0,56.0,64.67,34.0,57.0,43.0,42.0,55.67,60.0,68.0,66.33,64.0,59.0,61.67,32.0,65.33,64.67,59.67,31.0,55.0,59.67,43.0,40.0,46.0,56.0,65.0,62.0,12.0,12.0,9.0,7.0,7.0
Alvaro Anton,1983-12-28,32,1.78,69.85,22.1,66.79,68.97,right,medium,low,65.93,59.62,41.28,68.21,57.38,68.79,69.79,75.31,71.24,71.55,70.72,69.97,72.62,64.86,73.1,76.52,58.21,64.21,58.0,72.45,50.83,44.83,64.03,67.03,61.28,24.66,34.83,29.66,6.0,9.38,20.62,12.83,11.97
Alvaro Arbeloa,1983-01-17,33,1.83,78.93,23.6,78.45,79.82,right,medium,medium,74.86,50.91,66.91,74.86,57.0,59.45,57.64,49.23,66.41,68.27,69.59,75.86,64.32,77.5,65.82,68.59,69.82,79.73,77.09,52.5,78.41,82.0,67.45,64.41,57.05,82.36,82.32,84.32,10.27,14.77,22.82,9.82,14.91
Alvaro Arroyo,1988-07-22,27,1.8,76.2,23.43,63.81,69.38,right,medium,medium,62.38,22.0,43.75,37.0,24.0,36.0,38.0,38.0,41.0,50.25,69.25,75.5,64.0,64.25,54.0,24.0,79.19,78.19,76.0,19.94,77.5,65.5,40.88,43.62,39.0,63.0,69.88,69.94,8.0,9.0,12.0,10.0,11.0
Alvaro Cejudo,1984-01-29,32,1.8,78.02,23.99,70.32,72.47,right,high,medium,66.16,66.84,56.79,63.79,57.16,74.05,71.05,62.68,58.47,76.21,75.37,77.79,76.05,74.89,63.16,75.47,63.53,77.68,66.16,59.21,63.79,42.11,71.05,64.37,48.37,30.16,34.16,38.16,10.32,8.16,20.58,13.21,8.16
Alvaro Dominguez,1989-05-15,27,1.88,83.01,23.5,74.64,79.18,left,medium,medium,60.41,22.27,69.36,66.91,15.23,47.27,62.32,36.27,62.23,61.32,62.59,67.05,56.95,76.23,61.45,42.36,74.36,72.5,76.45,31.14,80.59,74.36,46.64,56.27,53.27,75.32,77.0,80.91,13.45,16.86,22.23,13.77,11.45
Alvaro Dominguez,1981-06-10,34,1.75,68.95,22.45,68.14,71.07,right,medium,medium,62.21,56.86,60.5,69.21,59.0,74.0,75.57,67.86,67.57,72.36,55.64,55.14,73.0,65.5,71.0,68.0,76.0,62.07,58.43,64.93,47.86,36.21,63.07,69.14,51.64,35.57,41.5,39.0,5.29,15.21,27.64,13.29,17.14
Alvaro Fernandez,1985-10-11,30,1.85,72.12,20.98,67.48,70.65,right,medium,medium,66.96,59.04,59.39,70.39,61.09,67.74,72.61,54.52,67.0,73.0,69.04,66.87,71.17,66.65,67.26,67.7,63.65,67.87,61.43,52.57,59.57,55.78,66.3,67.22,58.3,46.3,52.0,45.09,5.78,10.35,18.22,12.7,14.26
Alvaro Garcia,1992-10-27,23,1.68,58.97,20.98,63.3,71.3,left,medium,medium,65.0,56.9,38.0,59.8,48.0,68.0,57.0,49.0,57.0,64.0,78.4,80.8,78.4,50.0,89.0,40.0,78.6,45.7,35.2,54.0,32.0,25.0,66.2,56.0,54.0,25.0,21.0,28.0,10.0,7.0,9.0,9.0,13.0
Alvaro Gimenez,1991-05-19,25,1.83,74.84,22.38,63.16,70.42,right,medium,medium,51.47,65.89,49.16,57.95,49.68,67.53,33.68,37.89,41.58,65.42,76.42,75.05,74.89,65.74,58.79,54.95,65.63,52.16,51.16,54.58,23.89,23.16,64.63,48.84,45.26,20.16,20.95,19.63,10.79,12.0,12.47,10.42,11.21
Alvaro Gonzalez Soberon,1990-01-08,26,1.8,68.04,20.92,72.21,77.21,right,medium,high,57.0,21.29,72.57,58.93,29.64,45.86,54.86,44.29,56.29,62.43,71.57,74.79,66.86,70.29,65.29,46.29,84.5,76.93,71.21,25.29,82.57,74.0,43.71,46.07,35.29,65.86,72.0,78.29,7.29,12.29,11.29,11.29,7.29
Alvaro Gonzalez,1984-10-29,31,1.75,72.12,23.48,74.47,76.69,right,medium,medium,75.44,49.38,64.78,76.38,67.53,71.31,70.38,66.12,75.28,75.78,76.94,74.59,78.56,74.09,77.88,70.38,70.53,81.56,65.53,71.16,76.81,73.84,69.09,70.59,62.88,63.78,70.69,77.78,7.94,9.44,14.31,12.94,15.56
Alvaro Medran,1994-03-15,22,1.75,68.04,22.15,72.0,80.55,right,medium,medium,61.0,53.45,45.18,76.73,47.0,65.0,61.64,68.0,80.0,69.45,68.73,62.27,69.73,67.36,77.0,62.64,60.18,54.36,44.0,70.18,47.09,58.0,58.36,77.0,63.0,50.27,54.27,54.45,13.0,14.0,13.0,12.0,10.0
Alvaro Mejia,1982-01-18,34,1.8,71.21,21.9,69.55,70.36,right,high,medium,44.45,38.73,66.45,70.27,23.0,40.0,53.0,45.64,63.27,61.09,65.55,66.45,57.0,68.64,59.0,51.55,70.91,70.64,68.91,47.73,74.18,63.64,51.18,61.82,58.18,69.45,70.36,71.91,7.82,17.09,36.55,15.45,17.45
Alvaro Morata,1992-10-23,23,1.88,84.82,24.01,75.43,83.74,right,medium,medium,58.38,78.83,75.02,60.52,73.62,72.83,70.95,43.48,40.52,76.12,73.64,78.74,66.64,71.24,56.43,76.9,66.26,67.52,78.07,64.71,44.19,21.67,80.83,61.48,63.95,18.74,21.76,18.76,9.48,4.48,12.48,6.48,12.48
Alvaro Negredo,1985-08-20,30,1.85,86.18,25.07,81.27,83.0,left,medium,medium,53.35,82.68,82.84,72.51,82.7,75.95,68.0,70.27,61.27,80.76,69.97,73.84,64.62,79.03,59.54,85.95,80.51,71.38,86.0,76.78,75.62,40.0,81.73,65.62,78.43,24.73,31.41,24.16,10.95,8.65,18.51,9.3,14.32
Alvaro Pereira,1985-11-28,30,1.8,78.02,23.99,75.37,78.73,left,high,medium,78.3,50.43,66.67,75.87,59.37,74.77,68.8,62.43,72.4,75.83,77.6,81.2,73.07,77.07,67.3,75.6,74.3,81.6,74.83,69.07,77.83,75.43,70.07,68.33,61.5,68.7,75.97,77.17,5.5,7.5,19.0,15.3,10.97
Alvaro Rubio,1979-04-18,37,1.8,68.04,20.92,72.48,73.96,right,medium,medium,66.24,54.0,59.48,79.2,54.76,61.68,62.4,65.84,78.8,72.92,55.72,58.92,55.56,75.96,68.44,70.8,67.96,62.16,68.16,62.8,63.12,73.36,63.0,79.88,60.2,65.08,71.76,62.36,9.32,12.8,22.76,13.48,16.04
Alvaro Saborio,1982-03-25,34,1.83,77.11,23.06,71.78,74.57,right,high,high,54.39,70.22,74.17,62.65,67.87,66.09,73.09,59.74,49.0,73.39,74.26,72.17,71.48,67.57,67.48,78.57,79.43,71.65,74.96,64.74,69.52,45.13,74.3,54.65,74.96,46.48,35.61,38.17,13.43,15.87,24.22,14.22,8.78
Alvaro Santos,1980-01-30,36,1.8,88.0,27.06,62.16,63.84,right,low,low,42.53,62.11,57.37,57.21,53.63,54.95,45.53,41.21,33.53,66.58,56.42,54.79,52.0,66.26,58.0,65.32,54.47,42.11,80.84,48.21,42.53,21.53,70.05,67.58,71.26,17.79,15.63,17.0,13.0,12.0,14.0,14.47,9.11
Alvaro Vadillo,1994-09-12,21,1.8,69.85,21.48,68.68,78.26,right,medium,medium,65.63,56.26,46.95,59.63,46.26,81.68,65.74,50.32,56.58,78.26,89.0,84.79,83.32,51.47,70.47,56.0,66.26,62.32,48.32,67.26,45.32,38.32,53.58,50.16,58.32,21.63,25.32,24.32,5.16,6.16,12.16,9.16,6.16
Alvaro Vazquez,1991-04-27,25,1.83,74.84,22.38,72.8,79.3,right,high,high,50.3,73.95,71.5,55.1,67.5,72.55,66.5,53.3,53.3,76.7,70.5,74.2,71.4,72.0,67.5,75.2,70.2,64.85,70.4,66.6,63.3,36.3,76.3,57.55,64.5,16.2,38.3,24.3,6.3,15.3,6.3,8.3,13.3
"Alves Justino Jorge Luiz,28",1982-04-22,34,1.93,79.83,21.42,67.82,68.27,right,medium,medium,39.36,38.64,71.09,56.09,45.82,49.73,34.0,49.0,53.0,53.09,56.91,59.36,57.09,61.55,64.64,64.82,72.09,61.36,82.0,49.73,76.45,69.91,20.36,55.36,52.18,69.09,66.64,59.91,6.0,8.0,10.0,15.0,15.0
Aly Cissokho,1987-09-15,28,1.8,74.84,23.01,72.34,75.72,left,medium,medium,67.03,48.9,65.28,61.62,44.79,58.83,69.14,31.34,62.48,64.79,75.03,78.93,69.93,64.59,71.59,69.31,71.62,77.07,74.31,55.48,74.69,71.28,56.76,58.38,45.76,72.34,76.21,78.86,12.24,12.69,16.69,12.69,8.55
Aly Ndom,1996-05-30,19,1.88,79.83,22.6,62.0,73.0,right,high,low,39.0,57.5,67.5,57.5,46.0,61.5,44.0,44.0,46.5,62.5,58.0,62.0,56.0,63.0,52.0,59.0,66.0,55.0,81.0,61.0,45.5,40.5,58.0,57.0,66.0,40.0,43.0,36.5,10.0,9.0,12.0,5.0,6.0
Amad Al Hosni,1984-07-18,31,1.78,68.04,21.52,72.43,72.43,right,high,medium,42.0,76.29,72.29,59.0,72.0,68.0,63.0,57.0,34.0,67.0,77.71,82.0,81.43,75.71,57.43,68.0,78.71,78.57,69.71,60.86,53.0,21.0,75.71,67.0,70.0,25.0,25.0,22.0,8.0,9.0,12.0,14.0,9.0
Amadou Diawara,1997-07-17,18,1.83,74.84,22.38,66.0,78.5,right,medium,high,54.71,41.57,59.93,71.14,46.43,64.0,41.29,41.29,67.29,66.29,69.29,67.71,66.5,68.71,66.07,63.86,58.0,74.14,61.07,51.71,75.0,63.71,55.14,60.57,51.57,53.71,66.43,66.43,11.0,14.0,5.0,11.0,11.0
Amadou Sidibe,1986-02-19,30,1.73,72.12,24.18,62.75,72.75,left,medium,medium,60.38,57.38,68.38,61.38,60.0,58.62,46.75,41.38,66.38,60.38,65.88,70.38,71.25,62.38,63.5,56.38,50.75,69.25,54.38,69.38,51.38,56.88,52.12,55.5,45.62,48.38,54.12,59.75,6.12,15.75,29.75,12.0,12.0
Amadou Soukouna,1992-06-21,23,1.78,73.94,23.39,60.17,68.5,right,medium,medium,42.0,63.17,50.0,56.33,57.0,55.33,55.33,34.0,48.0,59.67,71.67,71.33,64.0,58.0,60.0,61.67,60.0,64.0,58.67,57.83,28.0,34.0,62.67,52.0,62.0,22.0,25.0,25.0,10.0,10.0,5.0,6.0,6.0
Amara Baby,1989-02-23,27,1.83,74.84,22.38,60.42,67.04,left,medium,medium,57.67,52.5,42.04,64.12,35.29,62.71,56.29,49.29,46.71,63.54,79.12,83.5,71.5,58.33,59.21,56.17,56.46,73.92,69.04,38.29,37.29,45.17,65.29,55.29,56.54,39.79,46.17,47.42,5.96,6.62,16.54,8.46,7.54
Amauri,1980-06-03,35,1.85,83.01,24.14,76.96,78.04,right,high,medium,62.33,78.93,88.3,74.52,76.19,79.26,67.93,57.81,49.44,82.59,56.96,61.7,59.81,73.56,58.59,78.56,87.63,63.37,84.0,61.7,68.93,37.81,79.0,70.67,72.74,26.7,37.0,37.37,7.48,11.81,18.52,8.85,12.04
Amidio Balde,1991-05-16,25,1.93,92.99,24.95,66.0,71.68,right,medium,low,47.0,65.84,73.84,55.0,60.68,56.16,45.0,52.0,53.0,60.58,63.74,58.74,57.84,65.63,38.26,71.89,50.84,76.63,87.95,56.26,75.68,28.0,66.26,43.58,54.0,25.0,25.0,21.0,12.0,9.0,15.0,11.0,11.0
Amidu Salifu,1992-09-20,23,1.83,78.02,23.33,66.73,75.81,right,medium,high,59.46,51.62,57.35,70.15,57.81,62.31,50.04,58.96,67.69,70.35,71.92,71.27,73.08,68.73,76.73,68.38,60.38,83.15,73.12,64.23,72.38,65.46,55.62,59.77,56.96,59.69,64.77,67.77,8.65,12.65,6.65,6.65,7.65
Amilton,1989-08-12,26,1.73,68.04,22.81,71.29,73.86,right,high,medium,67.0,69.0,43.0,59.0,55.0,74.71,65.0,42.0,42.0,69.14,89.29,90.0,66.71,68.43,80.0,80.0,47.0,74.0,57.43,61.0,70.43,41.0,74.14,58.0,62.0,27.0,27.0,30.0,14.0,12.0,9.0,5.0,11.0
Amin Affane,1994-01-21,22,1.75,73.94,24.07,64.38,74.46,left,medium,low,60.08,61.0,45.0,63.54,52.0,71.92,70.85,66.77,58.08,68.23,77.69,77.23,85.54,61.31,85.31,73.77,49.46,57.69,41.54,62.77,46.0,32.0,52.69,62.23,66.0,29.0,38.31,27.0,13.0,11.0,7.0,13.0,14.0
Amin Younes,1993-08-06,22,1.68,67.13,23.89,69.04,78.12,right,high,medium,57.77,60.96,44.31,69.5,56.69,78.88,74.42,58.38,51.23,74.12,83.88,75.27,89.77,64.81,90.19,64.85,70.5,60.92,42.65,57.73,62.19,20.77,62.46,67.04,57.85,24.04,18.08,19.23,14.38,10.38,8.38,14.38,14.38
