country_name,league_name,season,stage,date,home_team_long_name,home_short_long_name,away_team_long_name,away_short_long_name,home_team_goal,away_team_goal,total_goal,B365H,B365D,B365A
England,England Premier League,2009/2010,3,2009-08-22,Hull City,HUL,Bolton Wanderers,BOL,1,0,1,2.6,3.25,2.8
England,England Premier League,2009/2010,3,2009-08-23,Burnley,BUR,Everton,EVE,1,0,1,3.4,3.3,2.2
England,England Premier League,2009/2010,3,2009-08-22,Wigan Athletic,WIG,Manchester United,MUN,0,5,5,6.5,4.0,1.53
England,England Premier League,2009/2010,30,2010-03-13,Tottenham Hotspur,TOT,Blackburn Rovers,BLB,3,1,4,1.44,4.33,7.5
England,England Premier League,2009/2010,30,2010-03-14,Sunderland,SUN,Manchester City,MCI,1,1,2,3.6,3.4,2.1
England,England Premier League,2009/2010,30,2010-03-13,Stoke City,STK,Aston Villa,AVL,0,0,0,3.3,3.25,2.25
England,England Premier League,2009/2010,30,2010-03-14,Manchester United,MUN,Fulham,FUL,3,0,3,1.22,6.0,15.0
England,England Premier League,2009/2010,30,2010-03-15,Liverpool,LIV,Portsmouth,POR,4,1,5,1.25,5.5,13.0
England,England Premier League,2009/2010,30,2010-03-13,Hull City,HUL,Arsenal,ARS,1,2,3,7.5,4.5,1.4
England,England Premier League,2009/2010,30,2010-03-13,Birmingham City,BIR,Everton,EVE,2,2,4,3.0,3.25,2.4
England,England Premier League,2009/2010,30,2010-03-13,Bolton Wanderers,BOL,Wigan Athletic,WIG,4,0,4,2.1,3.3,3.6
England,England Premier League,2009/2010,30,2010-03-13,Burnley,BUR,Wolverhampton Wanderers,WOL,1,2,3,2.25,3.3,3.3
England,England Premier League,2009/2010,30,2010-03-13,Chelsea,CHE,West Ham United,WHU,4,1,5,1.22,6.0,15.0
England,England Premier League,2009/2010,31,2010-03-20,Wigan Athletic,WIG,Burnley,BUR,1,0,1,1.73,3.6,5.0
England,England Premier League,2009/2010,31,2010-03-20,Sunderland,SUN,Birmingham City,BIR,3,1,4,2.2,3.2,3.5
England,England Premier League,2009/2010,31,2010-03-20,Arsenal,ARS,West Ham United,WHU,2,0,2,1.25,5.75,13.0
England,England Premier League,2009/2010,31,2010-03-20,Aston Villa,AVL,Wolverhampton Wanderers,WOL,2,2,4,1.4,4.33,9.0
England,England Premier League,2009/2010,31,2010-03-21,Blackburn Rovers,BLB,Chelsea,CHE,1,1,2,7.5,4.33,1.44
England,England Premier League,2009/2010,31,2010-03-20,Portsmouth,POR,Hull City,HUL,3,2,5,2.2,3.2,3.5
England,England Premier League,2009/2010,31,2010-03-20,Everton,EVE,Bolton Wanderers,BOL,2,0,2,1.53,3.8,7.0
England,England Premier League,2009/2010,31,2010-03-21,Fulham,FUL,Manchester City,MCI,1,2,3,3.1,3.25,2.38
England,England Premier League,2009/2010,31,2010-03-21,Manchester United,MUN,Liverpool,LIV,2,1,3,1.67,3.75,5.5
England,England Premier League,2009/2010,31,2010-03-20,Stoke City,STK,Tottenham Hotspur,TOT,1,2,3,3.6,3.3,2.1
England,England Premier League,2009/2010,32,2010-03-28,Liverpool,LIV,Sunderland,SUN,3,0,3,1.3,5.25,11.0
England,England Premier League,2009/2010,32,2010-03-29,Manchester City,MCI,Wigan Athletic,WIG,3,0,3,1.33,4.75,11.0
England,England Premier League,2009/2010,32,2010-03-27,Tottenham Hotspur,TOT,Portsmouth,POR,2,0,2,1.2,6.0,17.0
England,England Premier League,2009/2010,32,2010-03-27,Bolton Wanderers,BOL,Manchester United,MUN,0,4,4,8.5,4.5,1.4
England,England Premier League,2009/2010,32,2010-03-27,West Ham United,WHU,Stoke City,STK,0,1,1,2.1,3.3,3.6
England,England Premier League,2009/2010,32,2010-03-27,Wolverhampton Wanderers,WOL,Everton,EVE,0,0,0,3.8,3.4,2.0
England,England Premier League,2009/2010,32,2010-03-27,Hull City,HUL,Fulham,FUL,2,0,2,2.4,3.25,3.0
England,England Premier League,2009/2010,32,2010-03-27,Chelsea,CHE,Aston Villa,AVL,7,1,8,1.4,4.75,8.0
England,England Premier League,2009/2010,32,2010-03-28,Burnley,BUR,Blackburn Rovers,BLB,0,1,1,2.5,3.25,2.88
England,England Premier League,2009/2010,32,2010-03-27,Birmingham City,BIR,Arsenal,ARS,1,1,2,7.0,4.2,1.5
England,England Premier League,2009/2010,33,2010-04-03,Sunderland,SUN,Tottenham Hotspur,TOT,3,1,4,3.6,3.3,2.1
England,England Premier League,2009/2010,33,2010-04-03,Stoke City,STK,Hull City,HUL,2,0,2,1.8,3.5,4.5
England,England Premier League,2009/2010,33,2010-04-03,Portsmouth,POR,Blackburn Rovers,BLB,0,0,0,3.3,3.3,2.25
England,England Premier League,2009/2010,33,2010-04-03,Manchester United,MUN,Chelsea,CHE,1,2,3,2.63,3.2,2.75
England,England Premier League,2009/2010,33,2010-04-04,Fulham,FUL,Wigan Athletic,WIG,2,1,3,2.0,3.4,3.8
England,England Premier League,2009/2010,33,2010-04-04,Everton,EVE,West Ham United,WHU,2,2,4,1.44,4.33,7.5
England,England Premier League,2009/2010,33,2010-04-03,Burnley,BUR,Manchester City,MCI,1,6,7,5.0,3.8,1.7
England,England Premier League,2009/2010,33,2010-04-03,Bolton Wanderers,BOL,Aston Villa,AVL,0,1,1,2.88,3.25,2.5
England,England Premier League,2009/2010,33,2010-04-04,Birmingham City,BIR,Liverpool,LIV,1,1,2,4.5,3.5,1.83
England,England Premier League,2009/2010,33,2010-04-03,Arsenal,ARS,Wolverhampton Wanderers,WOL,1,0,1,1.22,6.0,15.0
England,England Premier League,2009/2010,34,2010-04-10,West Ham United,WHU,Sunderland,SUN,1,0,1,2.0,3.4,3.8
England,England Premier League,2009/2010,34,2010-04-11,Wolverhampton Wanderers,WOL,Stoke City,STK,0,0,0,2.3,3.25,3.2
England,England Premier League,2009/2010,34,2010-04-14,Wigan Athletic,WIG,Portsmouth,POR,0,0,0,1.57,3.8,6.5
England,England Premier League,2009/2010,34,2010-04-14,Tottenham Hotspur,TOT,Arsenal,ARS,2,1,3,3.25,3.3,2.25
England,England Premier League,2009/2010,34,2010-04-11,Manchester City,MCI,Birmingham City,BIR,5,1,6,1.4,4.5,8.5
England,England Premier League,2009/2010,34,2010-04-11,Liverpool,LIV,Fulham,FUL,0,0,0,1.29,5.0,13.0
England,England Premier League,2009/2010,34,2010-04-10,Hull City,HUL,Burnley,BUR,1,4,5,1.73,3.6,5.0
England,England Premier League,2009/2010,34,2010-04-13,Chelsea,CHE,Bolton Wanderers,BOL,1,0,1,1.14,8.0,19.0
England,England Premier League,2009/2010,34,2010-04-11,Blackburn Rovers,BLB,Manchester United,MUN,0,0,0,6.5,4.0,1.53
England,England Premier League,2009/2010,34,2010-04-14,Aston Villa,AVL,Everton,EVE,2,2,4,2.25,3.3,3.3
England,England Premier League,2009/2010,35,2010-04-18,Wigan Athletic,WIG,Arsenal,ARS,3,2,5,6.5,4.0,1.53
England,England Premier League,2009/2010,35,2010-04-17,Tottenham Hotspur,TOT,Chelsea,CHE,2,1,3,4.0,3.6,1.91
England,England Premier League,2009/2010,35,2010-04-17,Sunderland,SUN,Burnley,BUR,2,1,3,1.62,3.75,6.0
England,England Premier League,2009/2010,35,2010-04-17,Stoke City,STK,Bolton Wanderers,BOL,1,2,3,2.1,3.25,3.75
England,England Premier League,2009/2010,35,2010-04-18,Portsmouth,POR,Aston Villa,AVL,1,2,3,5.5,3.75,1.67
England,England Premier League,2009/2010,35,2010-04-19,Liverpool,LIV,West Ham United,WHU,3,0,3,1.33,5.0,10.0
England,England Premier League,2009/2010,35,2010-04-17,Fulham,FUL,Wolverhampton Wanderers,WOL,0,0,0,2.1,3.25,3.75
England,England Premier League,2009/2010,35,2010-04-17,Blackburn Rovers,BLB,Everton,EVE,2,3,5,2.8,3.25,2.6
England,England Premier League,2009/2010,35,2010-04-17,Birmingham City,BIR,Hull City,HUL,0,0,0,1.73,3.6,5.0
England,England Premier League,2009/2010,35,2010-04-17,Manchester City,MCI,Manchester United,MUN,0,1,1,2.88,3.5,2.4
England,England Premier League,2009/2010,36,2010-04-25,Everton,EVE,Fulham,FUL,2,1,3,1.36,4.5,10.0
England,England Premier League,2009/2010,36,2010-04-24,Hull City,HUL,Sunderland,SUN,0,1,1,2.38,3.4,3.0
England,England Premier League,2009/2010,36,2010-04-24,Wolverhampton Wanderers,WOL,Blackburn Rovers,BLB,1,1,2,2.2,3.25,3.4
England,England Premier League,2009/2010,36,2010-04-24,West Ham United,WHU,Wigan Athletic,WIG,3,2,5,1.83,3.6,4.33
England,England Premier League,2009/2010,36,2010-04-24,Manchester United,MUN,Tottenham Hotspur,TOT,3,1,4,1.5,4.2,7.0
England,England Premier League,2009/2010,36,2010-04-25,Chelsea,CHE,Stoke City,STK,7,0,7,1.14,8.0,21.0
England,England Premier League,2009/2010,36,2010-04-25,Burnley,BUR,Liverpool,LIV,0,4,4,5.5,4.0,1.62
England,England Premier League,2009/2010,36,2010-04-24,Bolton Wanderers,BOL,Portsmouth,POR,2,2,4,1.53,4.0,6.5
England,England Premier League,2009/2010,36,2010-04-25,Aston Villa,AVL,Birmingham City,BIR,1,0,1,1.62,3.75,6.0
England,England Premier League,2009/2010,36,2010-04-24,Arsenal,ARS,Manchester City,MCI,0,0,0,2.0,3.5,3.75
England,England Premier League,2009/2010,37,2010-05-03,Wigan Athletic,WIG,Hull City,HUL,2,2,4,1.8,3.6,4.5
England,England Premier League,2009/2010,37,2010-05-01,Tottenham Hotspur,TOT,Bolton Wanderers,BOL,1,0,1,1.29,5.5,10.0
England,England Premier League,2009/2010,37,2010-05-02,Sunderland,SUN,Manchester United,MUN,0,1,1,9.5,4.75,1.36
England,England Premier League,2009/2010,37,2010-05-01,Stoke City,STK,Everton,EVE,0,0,0,3.6,3.3,2.1
England,England Premier League,2009/2010,37,2010-05-01,Portsmouth,POR,Wolverhampton Wanderers,WOL,3,1,4,2.38,3.25,3.1
England,England Premier League,2009/2010,37,2010-05-01,Manchester City,MCI,Aston Villa,AVL,3,1,4,1.83,3.6,4.33
England,England Premier League,2009/2010,37,2010-05-01,Birmingham City,BIR,Burnley,BUR,2,1,3,1.5,4.2,7.0
England,England Premier League,2009/2010,37,2010-05-03,Blackburn Rovers,BLB,Arsenal,ARS,2,1,3,3.5,3.4,2.1
England,England Premier League,2009/2010,37,2010-05-02,Fulham,FUL,West Ham United,WHU,3,2,5,2.38,3.25,3.1
England,England Premier League,2009/2010,37,2010-05-02,Liverpool,LIV,Chelsea,CHE,0,2,2,4.0,3.8,1.83
England,England Premier League,2009/2010,38,2010-05-09,Wolverhampton Wanderers,WOL,Sunderland,SUN,2,1,3,2.25,3.4,3.25
England,England Premier League,2009/2010,38,2010-05-09,Everton,EVE,Portsmouth,POR,1,0,1,1.29,5.5,11.0
England,England Premier League,2009/2010,38,2010-05-09,Chelsea,CHE,Wigan Athletic,WIG,8,0,8,1.1,10.0,23.0
England,England Premier League,2009/2010,38,2010-05-09,Burnley,BUR,Tottenham Hotspur,TOT,4,2,6,7.0,4.2,1.5
England,England Premier League,2009/2010,38,2010-05-09,Bolton Wanderers,BOL,Birmingham City,BIR,2,1,3,2.25,3.3,3.3
England,England Premier League,2009/2010,38,2010-05-09,Aston Villa,AVL,Blackburn Rovers,BLB,0,1,1,1.57,4.0,6.0
England,England Premier League,2009/2010,38,2010-05-09,Arsenal,ARS,Fulham,FUL,4,0,4,1.2,7.0,13.0
England,England Premier League,2009/2010,38,2010-05-09,Manchester United,MUN,Stoke City,STK,4,0,4,1.13,8.0,23.0
England,England Premier League,2009/2010,38,2010-05-09,West Ham United,WHU,Manchester City,MCI,1,1,2,4.0,3.6,1.91
England,England Premier League,2009/2010,38,2010-05-09,Hull City,HUL,Liverpool,LIV,0,0,0,6.5,3.8,1.57
England,England Premier League,2009/2010,4,2009-08-29,Manchester United,MUN,Arsenal,ARS,2,1,3,2.2,3.3,3.5
England,England Premier League,2009/2010,4,2009-08-29,Tottenham Hotspur,TOT,Birmingham City,BIR,2,1,3,1.36,4.75,9.0
England,England Premier League,2009/2010,4,2009-08-30,Aston Villa,AVL,Fulham,FUL,2,0,2,1.73,3.6,5.25
England,England Premier League,2009/2010,4,2009-08-30,Everton,EVE,Wigan Athletic,WIG,2,1,3,1.73,3.6,5.25
England,England Premier League,2009/2010,4,2009-08-29,Wolverhampton Wanderers,WOL,Hull City,HUL,1,1,2,2.1,3.3,3.6
England,England Premier League,2009/2010,4,2009-08-29,Blackburn Rovers,BLB,West Ham United,WHU,0,0,0,2.2,3.3,3.5
England,England Premier League,2009/2010,4,2009-08-29,Bolton Wanderers,BOL,Liverpool,LIV,2,3,5,7.0,4.0,1.53
England,England Premier League,2009/2010,4,2009-08-30,Portsmouth,POR,Manchester City,MCI,0,1,1,6.5,3.8,1.57
England,England Premier League,2009/2010,4,2009-08-29,Stoke City,STK,Sunderland,SUN,1,0,1,2.38,3.25,3.2
England,England Premier League,2009/2010,4,2009-08-29,Chelsea,CHE,Burnley,BUR,3,0,3,1.14,8.0,21.0
England,England Premier League,2009/2010,5,2009-09-12,Liverpool,LIV,Burnley,BUR,4,0,4,1.2,6.5,15.0
England,England Premier League,2009/2010,5,2009-09-12,Sunderland,SUN,Hull City,HUL,4,1,5,1.75,3.5,5.0
England,England Premier League,2009/2010,5,2009-09-12,Tottenham Hotspur,TOT,Manchester United,MUN,1,3,4,3.1,3.4,2.3
England,England Premier League,2009/2010,5,2009-09-12,Manchester City,MCI,Arsenal,ARS,4,2,6,2.88,3.25,2.5
England,England Premier League,2009/2010,5,2009-09-12,Blackburn Rovers,BLB,Wolverhampton Wanderers,WOL,3,1,4,1.83,3.5,4.5
England,England Premier League,2009/2010,5,2009-09-13,Fulham,FUL,Everton,EVE,2,1,3,2.6,3.2,2.8
England,England Premier League,2009/2010,5,2009-09-13,Birmingham City,BIR,Aston Villa,AVL,0,1,1,3.4,3.25,2.25
England,England Premier League,2009/2010,5,2009-09-12,Portsmouth,POR,Bolton Wanderers,BOL,2,3,5,2.6,3.2,2.8
England,England Premier League,2009/2010,5,2009-09-12,Stoke City,STK,Chelsea,CHE,1,2,3,9.0,4.5,1.4
England,England Premier League,2009/2010,5,2009-09-12,Wigan Athletic,WIG,West Ham United,WHU,1,0,1,2.3,3.25,3.25
England,England Premier League,2009/2010,6,2009-09-20,Manchester United,MUN,Manchester City,MCI,4,3,7,1.57,4.0,6.0
England,England Premier League,2009/2010,6,2009-09-19,Arsenal,ARS,Wigan Athletic,WIG,4,0,4,1.25,5.5,13.0
England,England Premier League,2009/2010,6,2009-09-19,West Ham United,WHU,Liverpool,LIV,2,3,5,6.5,4.0,1.53
England,England Premier League,2009/2010,6,2009-09-19,Aston Villa,AVL,Portsmouth,POR,2,0,2,1.4,4.2,10.0
England,England Premier League,2009/2010,6,2009-09-20,Everton,EVE,Blackburn Rovers,BLB,3,0,3,1.8,3.3,5.0
England,England Premier League,2009/2010,6,2009-09-20,Wolverhampton Wanderers,WOL,Fulham,FUL,2,1,3,2.5,3.25,2.88
England,England Premier League,2009/2010,6,2009-09-19,Bolton Wanderers,BOL,Stoke City,STK,1,1,2,2.1,3.25,3.75
England,England Premier League,2009/2010,6,2009-09-19,Hull City,HUL,Birmingham City,BIR,0,1,1,2.4,3.25,3.0
England,England Premier League,2009/2010,6,2009-09-19,Burnley,BUR,Sunderland,SUN,3,1,4,2.88,3.25,2.5
England,England Premier League,2009/2010,6,2009-09-20,Chelsea,CHE,Tottenham Hotspur,TOT,3,0,3,1.5,4.0,7.0
England,England Premier League,2009/2010,7,2009-09-26,Liverpool,LIV,Hull City,HUL,6,1,7,1.14,7.5,23.0
England,England Premier League,2009/2010,7,2009-09-26,Tottenham Hotspur,TOT,Burnley,BUR,5,0,5,1.33,5.0,10.0
England,England Premier League,2009/2010,7,2009-09-26,Wigan Athletic,WIG,Chelsea,CHE,3,1,4,10.0,5.0,1.33
England,England Premier League,2009/2010,7,2009-09-27,Sunderland,SUN,Wolverhampton Wanderers,WOL,5,2,7,1.73,3.6,5.0
England,England Premier League,2009/2010,7,2009-09-26,Stoke City,STK,Manchester United,MUN,0,2,2,8.5,4.5,1.4
England,England Premier League,2009/2010,7,2009-09-26,Portsmouth,POR,Everton,EVE,0,1,1,4.2,3.4,1.91
England,England Premier League,2009/2010,7,2009-09-28,Manchester City,MCI,West Ham United,WHU,3,1,4,1.44,4.33,7.5
England,England Premier League,2009/2010,7,2009-09-26,Fulham,FUL,Arsenal,ARS,0,1,1,6.5,4.0,1.53
England,England Premier League,2009/2010,7,2009-09-26,Blackburn Rovers,BLB,Aston Villa,AVL,2,1,3,3.1,3.25,2.38
England,England Premier League,2009/2010,7,2009-09-26,Birmingham City,BIR,Bolton Wanderers,BOL,1,2,3,2.2,3.25,3.4
England,England Premier League,2009/2010,8,2009-10-03,Manchester United,MUN,Sunderland,SUN,2,2,4,1.2,6.5,15.0
England,England Premier League,2009/2010,8,2009-10-03,Wolverhampton Wanderers,WOL,Portsmouth,POR,0,1,1,2.0,3.4,3.8
England,England Premier League,2009/2010,8,2009-10-04,West Ham United,WHU,Fulham,FUL,2,2,4,2.2,3.25,3.4
England,England Premier League,2009/2010,8,2009-10-04,Everton,EVE,Stoke City,STK,1,1,2,1.57,4.0,6.0
England,England Premier League,2009/2010,8,2009-10-04,Chelsea,CHE,Liverpool,LIV,2,0,2,2.1,3.3,3.6
England,England Premier League,2009/2010,8,2009-10-03,Burnley,BUR,Birmingham City,BIR,2,1,3,2.3,3.25,3.2
England,England Premier League,2009/2010,8,2009-10-03,Bolton Wanderers,BOL,Tottenham Hotspur,TOT,2,2,4,3.8,3.6,1.95
England,England Premier League,2009/2010,8,2009-10-03,Hull City,HUL,Wigan Athletic,WIG,2,1,3,2.88,3.3,2.5
England,England Premier League,2009/2010,8,2009-10-05,Aston Villa,AVL,Manchester City,MCI,1,1,2,2.75,3.25,2.63
England,England Premier League,2009/2010,8,2009-10-04,Arsenal,ARS,Blackburn Rovers,BLB,6,2,8,1.2,6.5,15.0
England,England Premier League,2009/2010,9,2009-10-17,Stoke City,STK,West Ham United,WHU,2,1,3,2.1,3.3,3.6
England,England Premier League,2009/2010,9,2009-10-17,Manchester United,MUN,Bolton Wanderers,BOL,2,1,3,1.2,5.5,13.0
England,England Premier League,2009/2010,9,2009-10-19,Fulham,FUL,Hull City,HUL,2,0,2,1.67,3.6,5.5
England,England Premier League,2009/2010,9,2009-10-17,Everton,EVE,Wolverhampton Wanderers,WOL,1,1,2,1.44,4.2,6.5
England,England Premier League,2009/2010,9,2009-10-18,Blackburn Rovers,BLB,Burnley,BUR,3,2,5,1.73,3.6,5.0
England,England Premier League,2009/2010,9,2009-10-17,Aston Villa,AVL,Chelsea,CHE,2,1,3,4.5,3.6,1.8
England,England Premier League,2009/2010,9,2009-10-17,Sunderland,SUN,Liverpool,LIV,1,0,1,4.2,3.4,1.91
England,England Premier League,2009/2010,9,2009-10-18,Wigan Athletic,WIG,Manchester City,MCI,1,1,2,5.0,3.6,1.73
England,England Premier League,2009/2010,9,2009-10-17,Portsmouth,POR,Tottenham Hotspur,TOT,1,2,3,4.5,3.5,1.83
England,England Premier League,2009/2010,9,2009-10-17,Arsenal,ARS,Birmingham City,BIR,3,1,4,1.17,7.0,19.0
England,England Premier League,2010/2011,1,2010-08-14,Aston Villa,AVL,West Ham United,WHU,3,0,3,2.0,3.3,4.0
England,England Premier League,2010/2011,1,2010-08-14,Blackburn Rovers,BLB,Everton,EVE,1,0,1,2.88,3.25,2.5
England,England Premier League,2010/2011,1,2010-08-14,Bolton Wanderers,BOL,Fulham,FUL,0,0,0,2.2,3.3,3.4
England,England Premier League,2010/2011,1,2010-08-14,Chelsea,CHE,West Bromwich Albion,WBA,6,0,6,1.17,7.0,17.0
England,England Premier League,2010/2011,1,2010-08-15,Liverpool,LIV,Arsenal,ARS,1,1,2,2.5,3.25,2.88
England,England Premier League,2010/2011,1,2010-08-16,Manchester United,MUN,Newcastle United,NEW,3,0,3,1.25,5.5,15.0
England,England Premier League,2010/2011,1,2010-08-14,Sunderland,SUN,Birmingham City,BIR,2,2,4,2.1,3.3,3.6
England,England Premier League,2010/2011,1,2010-08-14,Tottenham Hotspur,TOT,Manchester City,MCI,0,0,0,2.4,3.3,3.0
England,England Premier League,2010/2011,1,2010-08-14,Wolverhampton Wanderers,WOL,Stoke City,STK,2,1,3,2.3,3.25,3.2
England,England Premier League,2010/2011,1,2010-08-14,Wigan Athletic,WIG,Blackpool,BLA,0,4,4,1.83,3.5,4.5
England,England Premier League,2010/2011,10,2010-10-30,Manchester United,MUN,Tottenham Hotspur,TOT,2,0,2,1.57,4.0,6.0
England,England Premier League,2010/2011,10,2010-10-30,Arsenal,ARS,West Ham United,WHU,1,0,1,1.17,7.0,17.0
England,England Premier League,2010/2011,10,2010-10-31,Aston Villa,AVL,Birmingham City,BIR,0,0,0,1.8,3.6,4.5
England,England Premier League,2010/2011,10,2010-10-30,Everton,EVE,Stoke City,STK,1,0,1,1.57,3.75,6.5
England,England Premier League,2010/2011,10,2010-10-31,Newcastle United,NEW,Sunderland,SUN,5,1,6,2.2,3.2,3.5
England,England Premier League,2010/2011,10,2010-10-30,Wolverhampton Wanderers,WOL,Manchester City,MCI,2,1,3,5.5,3.4,1.73
England,England Premier League,2010/2011,10,2010-10-30,Blackburn Rovers,BLB,Chelsea,CHE,1,2,3,7.5,4.33,1.44
England,England Premier League,2010/2011,10,2010-10-30,Fulham,FUL,Wigan Athletic,WIG,2,0,2,1.91,3.4,4.2
England,England Premier League,2010/2011,10,2010-10-31,Bolton Wanderers,BOL,Liverpool,LIV,0,1,1,3.4,3.25,2.2
England,England Premier League,2010/2011,10,2010-11-01,Blackpool,BLA,West Bromwich Albion,WBA,2,1,3,2.9,3.25,2.5
England,England Premier League,2010/2011,11,2010-11-06,Manchester United,MUN,Wolverhampton Wanderers,WOL,2,1,3,1.22,6.0,15.0
England,England Premier League,2010/2011,11,2010-11-07,Arsenal,ARS,Newcastle United,NEW,0,1,1,1.29,5.5,11.0
England,England Premier League,2010/2011,11,2010-11-07,Liverpool,LIV,Chelsea,CHE,2,0,2,3.8,3.4,2.0
England,England Premier League,2010/2011,11,2010-11-06,Sunderland,SUN,Stoke City,STK,2,0,2,2.1,3.2,3.75
England,England Premier League,2010/2011,11,2010-11-06,Blackburn Rovers,BLB,Wigan Athletic,WIG,2,1,3,1.8,3.6,4.5
England,England Premier League,2010/2011,11,2010-11-06,Fulham,FUL,Aston Villa,AVL,1,1,2,2.2,3.25,3.4
England,England Premier League,2010/2011,11,2010-11-06,Birmingham City,BIR,West Ham United,WHU,2,2,4,1.91,3.4,4.2
England,England Premier League,2010/2011,11,2010-11-06,Bolton Wanderers,BOL,Tottenham Hotspur,TOT,4,2,6,3.0,3.3,2.4
England,England Premier League,2010/2011,11,2010-11-07,West Bromwich Albion,WBA,Manchester City,MCI,0,2,2,3.6,3.3,2.1
England,England Premier League,2010/2011,11,2010-11-06,Blackpool,BLA,Everton,EVE,2,2,4,4.5,3.6,1.8
England,England Premier League,2010/2011,12,2010-11-09,Tottenham Hotspur,TOT,Sunderland,SUN,1,1,2,1.53,4.0,6.5
England,England Premier League,2010/2011,12,2010-11-10,West Ham United,WHU,West Bromwich Albion,WBA,2,2,4,2.3,3.25,3.2
England,England Premier League,2010/2011,12,2010-11-10,Wolverhampton Wanderers,WOL,Arsenal,ARS,0,2,2,5.5,3.6,1.67
England,England Premier League,2010/2011,12,2010-11-09,Stoke City,STK,Birmingham City,BIR,3,2,5,2.1,3.2,3.75
England,England Premier League,2010/2011,12,2010-11-10,Wigan Athletic,WIG,Liverpool,LIV,1,1,2,4.75,3.6,1.75
England,England Premier League,2010/2011,12,2010-11-10,Aston Villa,AVL,Blackpool,BLA,3,2,5,1.62,3.75,6.0
England,England Premier League,2010/2011,12,2010-11-10,Everton,EVE,Bolton Wanderers,BOL,1,1,2,1.62,3.75,6.0
England,England Premier League,2010/2011,12,2010-11-10,Newcastle United,NEW,Blackburn Rovers,BLB,1,2,3,1.91,3.4,4.2
England,England Premier League,2010/2011,12,2010-11-10,Manchester City,MCI,Manchester United,MUN,0,0,0,2.63,3.25,2.75
England,England Premier League,2010/2011,12,2010-11-10,Chelsea,CHE,Fulham,FUL,1,0,1,1.2,6.5,15.0
England,England Premier League,2010/2011,13,2010-11-13,Tottenham Hotspur,TOT,Blackburn Rovers,BLB,4,2,6,1.57,3.8,6.5
England,England Premier League,2010/2011,13,2010-11-13,West Ham United,WHU,Blackpool,BLA,0,0,0,1.91,3.6,4.0
England,England Premier League,2010/2011,13,2010-11-13,Aston Villa,AVL,Manchester United,MUN,2,2,4,4.5,3.6,1.8
England,England Premier League,2010/2011,13,2010-11-14,Everton,EVE,Arsenal,ARS,1,2,3,3.4,3.3,2.2
England,England Premier League,2010/2011,13,2010-11-13,Newcastle United,NEW,Fulham,FUL,0,0,0,1.91,3.4,4.2
England,England Premier League,2010/2011,13,2010-11-13,Manchester City,MCI,Birmingham City,BIR,0,0,0,1.4,4.5,8.5
England,England Premier League,2010/2011,13,2010-11-13,Wolverhampton Wanderers,WOL,Bolton Wanderers,BOL,2,3,5,2.4,3.1,3.2
England,England Premier League,2010/2011,13,2010-11-13,Stoke City,STK,Liverpool,LIV,2,0,2,3.75,3.25,2.1
England,England Premier League,2010/2011,13,2010-11-13,Wigan Athletic,WIG,West Bromwich Albion,WBA,1,0,1,2.5,3.25,2.88
England,England Premier League,2010/2011,13,2010-11-14,Chelsea,CHE,Sunderland,SUN,0,3,3,1.22,5.75,15.0
England,England Premier League,2010/2011,14,2010-11-20,Manchester United,MUN,Wigan Athletic,WIG,2,0,2,1.22,6.0,15.0
England,England Premier League,2010/2011,14,2010-11-20,Arsenal,ARS,Tottenham Hotspur,TOT,2,3,5,1.62,4.0,5.5
England,England Premier League,2010/2011,14,2010-11-20,Liverpool,LIV,West Ham United,WHU,3,0,3,1.57,3.8,6.5
England,England Premier League,2010/2011,14,2010-11-22,Sunderland,SUN,Everton,EVE,2,2,4,2.6,3.2,2.8
England,England Premier League,2010/2011,14,2010-11-21,Blackburn Rovers,BLB,Aston Villa,AVL,2,0,2,2.3,3.25,3.25
England,England Premier League,2010/2011,14,2010-11-21,Fulham,FUL,Manchester City,MCI,1,4,5,3.2,3.1,2.4
England,England Premier League,2010/2011,14,2010-11-20,Birmingham City,BIR,Chelsea,CHE,1,0,1,5.0,3.6,1.73
England,England Premier League,2010/2011,14,2010-11-20,Bolton Wanderers,BOL,Newcastle United,NEW,5,1,6,2.1,3.3,3.6
England,England Premier League,2010/2011,14,2010-11-20,West Bromwich Albion,WBA,Stoke City,STK,0,3,3,2.2,3.2,3.5
England,England Premier League,2010/2011,14,2010-11-20,Blackpool,BLA,Wolverhampton Wanderers,WOL,2,1,3,2.5,3.3,2.88
England,England Premier League,2010/2011,15,2010-11-27,Manchester United,MUN,Blackburn Rovers,BLB,7,1,8,1.25,5.5,13.0
England,England Premier League,2010/2011,15,2010-11-28,Tottenham Hotspur,TOT,Liverpool,LIV,2,1,3,2.0,3.4,3.8
England,England Premier League,2010/2011,15,2010-11-27,West Ham United,WHU,Wigan Athletic,WIG,3,1,4,2.0,3.5,3.75
England,England Premier League,2010/2011,15,2010-11-27,Aston Villa,AVL,Arsenal,ARS,2,4,6,3.4,3.3,2.2
England,England Premier League,2010/2011,15,2010-11-27,Everton,EVE,West Bromwich Albion,WBA,1,4,5,1.57,3.8,6.5
England,England Premier League,2010/2011,15,2010-11-28,Newcastle United,NEW,Chelsea,CHE,1,1,2,5.0,3.6,1.73
England,England Premier League,2010/2011,15,2010-11-27,Wolverhampton Wanderers,WOL,Sunderland,SUN,3,2,5,2.6,3.2,2.8
